r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,   -1.3392760179158809       ,   -3.0470955127129229     
   4.0000000000000001E-002  ,   -1.3868062510717238       ,   -3.0609697909095019     
   5.9999999999999998E-002  ,   -1.4643323427267747       ,   -3.0835953498253477     
   8.0000000000000002E-002  ,   -1.5693818924201584       ,   -3.1142435717871262     
  0.10000000000000001       ,   -1.6986191444901690       ,   -3.1519311560534788     
  0.12000000000000001       ,   -1.8479648923740497       ,   -3.1954552421848446     
  0.13999999999999999       ,   -2.0127427441579533       ,   -3.2434362943973944     
  0.16000000000000000       ,   -2.1878462478716059       ,   -3.2943671599502604     
  0.17999999999999999       ,   -2.3679206002279232       ,   -3.3466664882755519     
  0.19999999999999998       ,   -2.5475521287602283       ,   -3.3987345393910879     
  0.22000000000000000       ,   -2.7214584648254228       ,   -3.4490093260043091     
  0.23999999999999999       ,   -2.8846723237872007       ,   -3.4960210266839700     
  0.26000000000000001       ,   -3.0327120784161754       ,   -3.5384426776732556     
  0.28000000000000003       ,   -3.1617328411860366       ,   -3.5751352955588178     
  0.30000000000000004       ,   -3.2686525396980342       ,   -3.6051857964885619     
  0.32000000000000001       ,   -3.3512484466913173       ,   -3.6279363517497574     
  0.34000000000000002       ,   -3.4082207737229120       ,   -3.6430041438068108     
  0.36000000000000004       ,   -3.4392212108275810       ,   -3.6502908490042674     
  0.38000000000000000       ,   -3.4448456437150834       ,   -3.6499815593244578     
  0.40000000000000002       ,   -3.4265916529259806       ,   -3.6425332512300508     
  0.42000000000000004       ,   -3.3867827426462065       ,   -3.6286532997921928     
  0.44000000000000000       ,   -3.3284625086772537       ,   -3.6092689063252421     
  0.46000000000000002       ,   -3.2552630867744510       ,   -3.5854886437588824     
  0.48000000000000004       ,   -3.1712531808113584       ,   -3.5585576134415415     
  0.50000000000000000       ,   -3.0807717184883767       ,   -3.5298079392674357     
  0.52000000000000002       ,   -2.9882536923546481       ,   -3.5006064914276833     
  0.54000000000000004       ,   -2.8980549968989382       ,   -3.4723018267072625     
  0.56000000000000005       ,   -2.8142830596138673       ,   -3.4461723518166525     
  0.58000000000000007       ,   -2.7406397868709771       ,   -3.4233776603427972     
  0.59999999999999998       ,   -2.6802828160894299       ,   -3.4049148649570418     
  0.62000000000000000       ,   -2.6357103057743023       ,   -3.3915815497010224     
  0.64000000000000001       ,   -2.6086735352082040       ,   -3.3839467101892007     
  0.66000000000000003       ,   -2.6001204642722060       ,   -3.3823307423459936     
  0.68000000000000005       ,   -2.6101721655992729       ,   -3.3867951946104480     
  0.70000000000000007       ,   -2.6381327349892971       ,   -3.3971426275345591     
  0.72000000000000008       ,   -2.6825319631920901       ,   -3.4129265424078317     
  0.73999999999999999       ,   -2.7411987647034137       ,   -3.4334709613250940     
  0.76000000000000001       ,   -2.8113621574569123       ,   -3.4578988791454304     
  0.78000000000000003       ,   -2.8897755180269553       ,   -3.4851684765011708     
  0.80000000000000004       ,   -2.9728589416112743       ,   -3.5141156946019643     
  0.82000000000000006       ,   -3.0568538490935069       ,   -3.5435015375541949     
  0.84000000000000008       ,   -3.1379835310453901       ,   -3.5720622947236875     
  0.85999999999999999       ,   -3.2126131174664896       ,   -3.5985607703885094     
  0.88000000000000000       ,   -3.2774025192917673       ,   -3.6218365740592420     
  0.90000000000000002       ,   -3.3294461999693237       ,   -3.6408535632046095     
  0.92000000000000004       ,   -3.3663941894540765       ,   -3.6547426388358719     
  0.94000000000000006       ,   -3.3865495260536966       ,   -3.6628382690045083     
  0.96000000000000008       ,   -3.3889382724430197       ,   -3.6647073488834034     
  0.97999999999999998       ,   -3.3733493622922994       ,   -3.6601692897342755     
   1.0000000000000000       ,   -3.3403427490575912       ,   -3.6493065519562720     
   1.0200000000000000       ,   -3.2912256002925560       ,   -3.6324651874562415     
   1.0400000000000000       ,   -3.2279975590257783       ,   -3.6102453207977820     
   1.0600000000000001       ,   -3.1532673278775740       ,   -3.5834818636024446     
   1.0800000000000001       ,   -3.0701439731279394       ,   -3.5532161092368120     
   1.1000000000000001       ,   -2.9821073501469360       ,   -3.5206591822721767     
   1.1200000000000001       ,   -2.8928628792489199       ,   -3.4871486079592606     
   1.1400000000000001       ,   -2.8061865199798084       ,   -3.4540995109107686     
   1.1600000000000001       ,   -2.7257661782359031       ,   -3.4229521410467876     
   1.1799999999999999       ,   -2.6550459197952661       ,   -3.3951175524604826     
   1.2000000000000000       ,   -2.5970792509218192       ,   -3.3719233233318726     
   1.2200000000000000       ,   -2.5543973666955924       ,   -3.3545612008925763     
   1.2400000000000000       ,   -2.5288976753315002       ,   -3.3440384856815006     
   1.2600000000000000       ,   -2.5217571057516297       ,   -3.3411348372296557     
   1.2800000000000000       ,   -2.5333737279679989       ,   -3.3463659943544166     
   1.3000000000000000       ,   -2.5633391001435215       ,   -3.3599556648464968     
   1.3200000000000001       ,   -2.6104425465654941       ,   -3.3818165605487773     
   1.3400000000000001       ,   -2.6727073147726856       ,   -3.4115412449707829     
   1.3600000000000001       ,   -2.7474573070030917       ,   -3.4484031328365745     
   1.3800000000000001       ,   -2.8314118799927299       ,   -3.4913676459505067     
   1.4000000000000001       ,   -2.9208051048160448       ,   -3.5391131991119433     
   1.4200000000000002       ,   -3.0115249177818004       ,   -3.5900613747318979     
   1.4399999999999999       ,   -3.0992668115992528       ,   -3.6424153557085708     
   1.4600000000000000       ,   -3.1796961432408359       ,   -3.6942054322460884     
   1.4800000000000000       ,   -3.2486127930468349       ,   -3.7433401874273513     
   1.5000000000000000       ,   -3.3021118114838433       ,   -3.7876618045490487     
   1.5200000000000000       ,   -3.3367338388985992       ,   -3.8250038306922400     
   1.5400000000000000       ,   -3.3495994732993255       ,   -3.8532496779656835     
   1.5600000000000001       ,   -3.3385223760129090       ,   -3.8703901465692558     
   1.5800000000000001       ,   -3.3020967206845420       ,   -3.8745783106003797     
   1.6000000000000001       ,   -3.2397555754754404       ,   -3.8641802148871323     
   1.6200000000000001       ,   -3.1517979230149362       ,   -3.8378199839903502     
   1.6400000000000001       ,   -3.0393832243069747       ,   -3.7944181364129870     
   1.6600000000000001       ,   -2.9044936748069805       ,   -3.7332221204548341     
   1.6800000000000002       ,   -2.7498655353201609       ,   -3.6538283347439759     
   1.7000000000000000       ,   -2.5788920997564011       ,   -3.5561951575223119     
   1.7200000000000000       ,   -2.3955019409585088       ,   -3.4406467754103360     
   1.7400000000000000       ,   -2.2040170137057635       ,   -3.3078678659938623     
   1.7600000000000000       ,   -2.0089959551109353       ,   -3.1588894410437023     
   1.7800000000000000       ,   -1.8150684784718796       ,   -2.9950663911582271     
   1.8000000000000000       ,   -1.6267670867306867       ,   -2.8180474817697538     
   1.8200000000000001       ,   -1.4483624243309678       ,   -2.6297387296086465     
   1.8400000000000001       ,   -1.2837084389165272       ,   -2.4322612339968765     
   1.8600000000000001       ,   -1.1361031436683178       ,   -2.2279046462129286     
   1.8800000000000001       ,   -1.0081701727154799       ,   -2.0190775314567753     
   1.9000000000000001       ,  -0.90176552980827773       ,   -1.8082559117740653     
   1.9200000000000002       ,  -0.81791297540166463       ,   -1.5979312760082809     
   1.9399999999999999       ,  -0.75677041658899702       ,   -1.3905593068403808     
   1.9600000000000000       ,  -0.71762849961687802       ,   -1.1885105085487195     
   1.9800000000000000       ,  -0.69894140059538301       ,  -0.99402382627662367     
   2.0000000000000000       ,  -0.69838861226495397       ,  -0.80916423282290773     
   2.0200000000000000       ,  -0.71296537848114405       ,  -0.63578512704097057     
   2.0400000000000000       ,  -0.73909837630687547       ,  -0.47549624368506266     
   2.0600000000000001       ,  -0.77278232719764439       ,  -0.32963762269739982     
   2.0800000000000001       ,  -0.80973246727002379       ,  -0.19926003091913835     
   2.1000000000000001       ,  -0.84554724896834410       ,   -8.5112075034855572E-002
   2.1200000000000001       ,  -0.87587530189621854       ,    1.2365905302453920E-002
   2.1400000000000001       ,  -0.89658056020089605       ,    9.3041217897038495E-002
   2.1600000000000001       ,  -0.90389957012152877       ,   0.15708165896555240     
   2.1800000000000002       ,  -0.89458531795982776       ,   0.20494212379259427     
   2.2000000000000002       ,  -0.86603245134062323       ,   0.23734540634974721     
   2.2200000000000002       ,  -0.81637948309823094       ,   0.25525770460019331     
   2.2400000000000002       ,  -0.74458443864398383       ,   0.25985943292336616     
   2.2600000000000002       ,  -0.65047139990473668       ,   0.25251201525829803     
   2.2800000000000002       ,  -0.53474647339002335       ,   0.23472139257588698     
   2.3000000000000003       ,  -0.39898282554402331       ,   0.20809902662665031     
   2.3200000000000003       ,  -0.24557554314838012       ,   0.17432121902351527     
   2.3399999999999999       ,   -7.7668148656258595E-002  ,   0.13508759094302875     
   2.3599999999999999       ,   0.10094640935864226       ,    9.2079584206952933E-002
   2.3799999999999999       ,   0.28594659760967683       ,    4.6919849149617394E-002
   2.3999999999999999       ,   0.47262055361228555       ,    1.1333781403319273E-003
   2.4199999999999999       ,   0.65601678554196752       ,   -4.3888774666604818E-002
   2.4399999999999999       ,   0.83110198500654131       ,   -8.6922377618082178E-002
   2.4600000000000000       ,   0.99292046013137347       ,  -0.12693874442610151     
   2.4800000000000000       ,    1.1367497380393647       ,  -0.16312858880338807     
   2.5000000000000000       ,    1.2582471249722913       ,  -0.19492037794042696     
   2.5200000000000000       ,    1.3535824361681379       ,  -0.22199264163406299     
   2.5400000000000000       ,    1.4195526966205654       ,  -0.24427979978642775     
   2.5600000000000001       ,    1.4536753425299935       ,  -0.26197119291233267     
   2.5800000000000001       ,    1.4542572913229994       ,  -0.27550313749080935     
   2.6000000000000001       ,    1.4204381617192605       ,  -0.28554397907540152     
   2.6200000000000001       ,    1.3522068784354224       ,  -0.29297227891017952     
   2.6400000000000001       ,    1.2503918519651773       ,  -0.29884844149811940     
   2.6600000000000001       ,    1.1166258464003340       ,  -0.30438026749677660     
   2.6800000000000002       ,   0.95328750348894731       ,  -0.31088309413440746     
   2.7000000000000002       ,   0.76342224847235574       ,  -0.31973535909835227     
   2.7200000000000002       ,   0.55064593661450190       ,  -0.33233058812201388     
   2.7400000000000002       ,   0.31903508807936842       ,  -0.35002695555537533     
   2.7600000000000002       ,    7.3007888396169354E-002  ,  -0.37409569521233593     
   2.7800000000000002       ,  -0.18279970578435370       ,  -0.40566974003491951     
   2.8000000000000003       ,  -0.44365842182130011       ,  -0.44569403825535514     
   2.8200000000000003       ,  -0.70486652210021872       ,  -0.49487902604320766     
   2.8399999999999999       ,  -0.96186320600701825       ,  -0.55365872822530748     
   2.8599999999999999       ,   -1.2103311719187908       ,  -0.62215490677585072     
   2.8799999999999999       ,   -1.4462855139870037       ,  -0.70014857988980939     
   2.8999999999999999       ,   -1.6661467799092824       ,  -0.78706009251589615     
   2.9199999999999999       ,   -1.8667967242822587       ,  -0.88193873373168097     
   2.9399999999999999       ,   -2.0456160272868633       ,  -0.98346267040100643     
   2.9600000000000000       ,   -2.2005039799399797       ,   -1.0899497048784657     
   2.9800000000000000       ,   -2.3298808355242584       ,   -1.1993790733708236     
   3.0000000000000000       ,   -2.4326741648429238       ,   -1.3094241885896420     
   3.0200000000000000       ,   -2.5082911066458484       ,   -1.4174959043984798     
   3.0400000000000000       ,   -2.5565788540997971       ,   -1.5207955510901250     
   3.0600000000000001       ,   -2.5777760485659251       ,   -1.6163766681884553     
   3.0800000000000001       ,   -2.5724579536115320       ,   -1.7012140580205926     
   3.1000000000000001       ,   -2.5414783511820329       ,   -1.7722785084358250     
   3.1200000000000001       ,   -2.4859110399331823       ,   -1.8266152971822669     
   3.1400000000000001       ,   -2.4069936300928778       ,   -1.8614244029549687     
   3.1600000000000001       ,   -2.3060760321600124       ,   -1.8741402171343371     
   3.1800000000000002       ,   -2.1845756449511038       ,   -1.8625084822959201     
   3.2000000000000002       ,   -2.0439407822971534       ,   -1.8246581833674973     
   3.2200000000000002       ,   -1.8856233600802115       ,   -1.7591661873933833     
   3.2400000000000002       ,   -1.7110613209473446       ,   -1.6651125684985506     
   3.2600000000000002       ,   -1.5216707281814015       ,   -1.5421247637021911     
   3.2800000000000002       ,   -1.3188469375633467       ,   -1.3904089781884190     
   3.3000000000000003       ,   -1.1039737797835329       ,   -1.2107675886616640     
   3.3200000000000003       ,  -0.87843927667595267       ,   -1.0046016715073784     
   3.3400000000000003       ,  -0.64365608951992959       ,  -0.77389819775614854     
   3.3599999999999999       ,  -0.40108467008444476       ,  -0.52120187685382235     
   3.3799999999999999       ,  -0.15225696363449001       ,  -0.24957208233625511     
   3.3999999999999999       ,   0.10120149842405778       ,    3.7474259664980386E-002
   3.4199999999999999       ,   0.35755318135968350       ,   0.33603250820396069     
   3.4399999999999999       ,   0.61493567046183506       ,   0.64189116295688076     
   3.4600000000000000       ,   0.87135590762166870       ,   0.95062167669775488     
   3.4800000000000000       ,    1.1246927435829115       ,    1.2576748702679441     
   3.5000000000000000       ,    1.3727085778813035       ,    1.5584813701827003     
   3.5200000000000000       ,    1.6130703881667614       ,    1.8485533407555228     
   3.5400000000000000       ,    1.8433799622036129       ,    2.1235847173744840     
   3.5600000000000001       ,    2.0612126618305533       ,    2.3795471685808325     
   3.5800000000000001       ,    2.2641635906377711       ,    2.6127791222532402     
   3.6000000000000001       ,    2.4498996268809843       ,    2.8200653829300926     
   3.6200000000000001       ,    2.6162154388022936       ,    2.9987051376645186     
   3.6400000000000001       ,    2.7610913366833953       ,    3.1465664886298224     
   3.6600000000000001       ,    2.8827506466030042       ,    3.2621260513250712     
   3.6800000000000002       ,    2.9797142228674787       ,    3.3444926048935160     
   3.7000000000000002       ,    3.0508497528576726       ,    3.3934142612778495     
   3.7200000000000002       ,    3.0954136484565455       ,    3.4092691170054765     
   3.7400000000000002       ,    3.1130835566844381       ,    3.3930398489674376     
   3.7600000000000002       ,    3.1039798488502535       ,    3.3462731971733461     
   3.7800000000000002       ,    3.0686748488326421       ,    3.2710257271656356     
   3.8000000000000003       ,    3.0081890202682939       ,    3.1697976676396293     
   3.8200000000000003       ,    2.9239738302296128       ,    3.0454569615096676     
